depth,surface_diff,svd_threshold,expansion_order,runtime,min_rel_err,mean_rel_err,max_rel_err,rel_l2_err,n_iter,n_oversamples,setup_time,cutoff_rank,rsvd
5,0,0,2,230,0.054142565,0.057895314,0.062662534,0.054715447,0,5,1343,4,1
5,0,0,3,262,0.0005839753,0.00071857823,0.000818618,0.0007225668,0,5,1320,13,1
5,0,0,4,326,0.0000027835706,0.000024883768,0.000050357976,0.000028160728,0,5,1301,28,1
5,0,0.0000001,2,200,0.05414265,0.05789537,0.06266272,0.0547155,0,5,1271,4,1
5,0,0.0000001,3,251,0.0005838939,0.00071851694,0.000818618,0.0007225077,0,5,1293,13,1
5,0,0.0000001,4,279,0.0000028631016,0.000024775582,0.000050279905,0.000028070717,0,5,1325,28,1
5,0,0.00001,2,203,0.054142565,0.057895232,0.062662445,0.05471538,0,5,1268,4,1
5,0,0.00001,3,249,0.00058413803,0.0007186954,0.0008187744,0.0007226826,0,5,1276,13,1
5,0,0.00001,4,286,0.0000027040398,0.000024981631,0.000050592185,0.000028274404,0,5,1301,28,1
5,0,0.001,2,201,0.054142825,0.05789548,0.06266272,0.054715604,0,5,1241,4,1
5,0,0.001,3,223,0.00058356836,0.0007182918,0.0008183052,0.0007222837,0,5,1255,13,1
5,0,0.001,4,259,0.0000035788794,0.000024359373,0.00004957727,0.000027660804,0,5,1324,28,1
5,0,0.1,2,229,0.05741232,0.061570566,0.06682032,0.05798777,0,5,1241,4,1
5,0,0.1,3,253,0.0018443424,0.0019222307,0.00198481,0.0019187592,0,5,1285,13,1
5,0,0.1,4,297,0.00023678949,0.00028681767,0.00033738668,0.0002875424,0,5,1282,25,1
5,1,0,2,254,0.04667299,0.04758028,0.048598263,0.049950693,0,5,1237,7,1
5,1,0,3,280,0.000007872139,0.000031829935,0.00006231311,0.000034824734,0,5,1339,25,1
5,1,0,4,405,0.0000023280056,0.000018014674,0.00003678899,0.000020449896,0,5,1399,49,1
5,1,0.0000001,2,242,0.04667299,0.047580346,0.04859841,0.049950764,0,5,1264,7,1
5,1,0.0000001,3,282,0.000007872139,0.000031848533,0.000062471656,0.000034849792,0,5,1354,25,1
5,1,0.0000001,4,407,0.0000023280056,0.000018038216,0.00003678899,0.000020465974,0,5,1532,49,1
5,1,0.00001,2,218,0.046672847,0.047580224,0.048598263,0.049950633,0,5,1379,7,1
5,1,0.00001,3,261,0.000008113124,0.000031689906,0.00006215456,0.00003466808,0,5,1402,25,1
5,1,0.00001,4,327,0.0000023280056,0.000018033204,0.00003678899,0.000020458898,0,5,1435,49,1
5,1,0.001,2,212,0.046672124,0.047579437,0.048597306,0.049949765,0,5,1296,7,1
5,1,0.001,3,251,0.000008616406,0.000029637971,0.00005914215,0.000032499353,0,5,1297,25,1
5,1,0.001,4,325,0.0000016055222,0.000017950564,0.00003774047,0.000020441335,0,5,1397,49,1
5,1,0.1,2,239,0.045117803,0.04599766,0.046855114,0.0482101,0,5,1274,7,1
5,1,0.1,3,241,0.0005010312,0.0005655764,0.00062614155,0.00056588126,0,5,1290,25,1
5,1,0.1,4,285,0.00010213686,0.00014886235,0.00018365479,0.00014998556,0,5,1422,30,1
5,2,0,2,211,0.006550673,0.0073750652,0.007923896,0.007435865,0,5,1276,7,1
5,2,0,3,271,0.000016176202,0.0000610868,0.00009276564,0.000064690044,0,5,1341,25,1
5,2,0,4,408,0.00000047943786,0.00001272036,0.00004646241,0.000016943606,0,5,1471,55,1
5,2,0.0000001,2,211,0.0065511423,0.0073754946,0.007924447,0.007436301,0,5,1304,7,1
5,2,0.0000001,3,292,0.000016094913,0.00006105856,0.00009276564,0.000064667576,0,5,1332,25,1
5,2,0.0000001,4,397,0.00000047943786,0.000012748154,0.000046620993,0.000016996211,0,5,1487,55,1
5,2,0.00001,2,213,0.0065508294,0.007375273,0.007924132,0.0074360757,0,5,1305,7,1
5,2,0.00001,3,481,0.000016176202,0.00006104004,0.000092687544,0.000064641135,0,5,1348,25,1
5,2,0.00001,4,398,0.000000239719,0.000012743349,0.000046620993,0.000017006922,0,5,1495,55,1
5,2,0.001,2,227,0.0065498906,0.0073743355,0.007923267,0.007435126,0,5,1329,7,1
5,2,0.001,3,288,0.000019102607,0.00006351063,0.000094717965,0.00006693225,0,5,1325,25,1
5,2,0.001,4,358,0,0.00001272809,0.000047255322,0.000017146693,0,5,1507,55,1
5,2,0.1,2,216,0.0048971977,0.0056900717,0.0062128683,0.0057318793,0,5,1325,7,1
5,2,0.1,3,252,0.00041054093,0.00044442466,0.0004772439,0.00044439064,0,5,1333,25,1
5,2,0.1,4,300,0.000021940486,0.000060701448,0.00009594249,0.00006313375,0,5,1491,33,1
